date,currency_code,name,local_price,dollar_ex,dollar_price
2019-01-01,GBP,Britain,3.19,783.208.020.050.125,4.072.992
2019-01-01,GTQ,Guatemala,25.0,7.7283,323.486.407.101.174
2019-01-01,HKD,Hong Kong,20.0,783.435,255.286.016.070.255
2019-01-01,HNL,Honduras,85.0,243.391,34.923.230.522.081.800
2019-01-01,HRK,Croatia,21.0,647.885,32.413.159.742.855.600
2019-01-01,HUF,Hungary,850.0,28.026.875,30.328.033.360.836.600
2019-01-01,IDR,Indonesia,33000.0,14090.0,234.208.658.623.137
2019-01-01,INR,India,178.0,69.685,255.435.172.562.244
2019-01-01,ILS,Israel,17.0,370.785,4.584.867.241.123.550
2019-01-01,JOD,Jordan,1.95,7.096,274.802.705.749.718
2019-01-01,JPY,Japan,390.0,108.44,359.645.887.126.522
2019-01-01,KRW,South Korea,4500.0,1118.6,40.228.857.500.447
2019-01-01,KWD,Kuwait,01.05,3.031,346.420.323.325.635
2019-01-01,LBP,Lebanon,6500.0,1507.0,431.320.504.313.205
2019-01-01,LKR,Sri Lanka,580.0,182.245,318.252.901.314.165
2019-01-01,MDL,Moldova,40.0,17.262.999.999.999.900,23.170.943.636.679.500
2019-01-01,MXN,Mexico,49.0,1.930.875,253.770.958.762.219
2019-01-01,MYR,Malaysia,09.05,4.1175,219.793.564.055.859
2019-01-01,NIO,Nicaragua,103.0,323.607,318.287.305.280.788
2019-01-01,NOK,Norway,50.0,8.5329,585.967.256.149.726
2019-01-01,NZD,New Zealand,6.2,14.792.899.408.284,4.191.200.000.000.000
2019-01-01,OMR,Oman,01.05,3.849,27.279.812.938.425.600
2019-01-01,PKR,Pakistan,460.0,138.88,33.122.119.815.668.100
2019-01-01,PEN,Peru,10.5,3.3485,31.357.324.175.003.700
2019-01-01,PHP,Philippines,140.0,523.925,26.721.381.877.177.000
2019-01-01,PLN,Poland,10.5,374.845,28.011.578.118.955.800
2019-01-01,QAR,Qatar,12.0,364.125,32.955.715.756.951.600
2019-01-01,RON,Romania,9.3,406.695,22.867.259.248.331.000
2019-01-01,RUB,Russia,110.17,66.685,165.209.567.368.974
2019-01-01,SAR,Saudi Arabia,12.0,375.115,31.990.189.675.166.200
2019-01-01,SGD,Singapore,5.8,1.3559,427.760.159.303.783
2019-01-01,SEK,Sweden,52.0,890.625,5.838.596.491.228.070
2019-01-01,THB,Thailand,119.0,320.075,371.787.862.219.792
2019-01-01,TRY,Turkey,10.75,5.3834,19.968.792.956.124.300
2019-01-01,TWD,Taiwan,69.0,30.803,224.004.155.439.405
2019-01-01,UAH,Ukraine,54.0,27.8,194.244.604.316.547
2019-01-01,UYU,Uruguay,140.0,32.51,430.636.727.160.874
2019-01-01,USD,United States,5.58,1.0,5.58
2019-01-01,VND,Vietnam,65000.0,23199.0,28.018.449.071.080.600
2019-01-01,ZAR,South Africa,31.0,138.675,223.544.258.157.563
2019-07-09,AED,United Arab Emirates,14.75,367.315,401.562.691.422.893
2019-07-09,ARS,Argentina,120.0,418.045,287.050.437.153.895
2019-07-09,AUD,Australia,6.15,14.436.263.894.904,4.260.105
2019-07-09,AZN,Azerbaijan,3.95,1.6965,23.283.230.179.781.800
2019-07-09,BHD,Bahrain,1.4,377,37.135.278.514.588.800
2019-07-09,BRL,Brazil,17.5,3.8073,459.643.316.786.174
2019-07-09,CAD,Canada,6.77,131.305,51.559.346.559.537
2019-07-09,CHF,Switzerland,6.5,99.355,654.219.717.175.784
2019-07-09,CLP,Chile,2640.0,689.75,382.747.372.236.318
2019-07-09,CNY,China,21.0,6.8846,30.502.861.458.908.300
2019-07-09,COP,Colombia,11900.0,3227.0,36.876.355.748.373.100
2019-07-09,CRC,Costa Rica,2290.0,581.935,39.351.473.961.868.500
2019-07-09,CZK,Czech Republic,85.0,227.993,37.281.846.372.476.300
2019-07-09,DKK,Denmark,30.0,6.6593,450.497.800.069.076
2019-07-09,EGP,Egypt,42.0,16.615,252.783.629.250.677
2019-07-09,EUR,Euro area,04.08,892.339.267.389.462,4.572.252
2019-07-09,GBP,Britain,3.29,8.021.819.348.628.270,4.101.314
2019-07-09,GTQ,Guatemala,25.0,7.6802,32.551.235.644.905.000
2019-07-09,HKD,Hong Kong,20.5,7.8105,26.246.719.160.105
2019-07-09,HNL,Honduras,86.0,244.834,35.125.840.365.308.700
2019-07-09,HRK,Croatia,22.0,6.5981,33.342.932.056.198
2019-07-09,HUF,Hungary,900.0,2.905.412,30.976.673.876.200.600
2019-07-09,IDR,Indonesia,32000.0,14130.0,226.468.506.723.284
2019-07-09,INR,India,183.0,685.544,266.941.290.420.454
2019-07-09,ILS,Israel,17.0,3.5667,476.631.059.522.808
2019-07-09,JOD,Jordan,2.3,7.090.000.000.000.000,324.400.564.174.894
2019-07-09,JPY,Japan,390.0,108.765,358.571.231.554.268
2019-07-09,KRW,South Korea,4500.0,1180.55,381.178.264.368.303
2019-07-09,KWD,Kuwait,1.1,3.045,361.247.947.454.844
2019-07-09,LBP,Lebanon,6500.0,1507.0,431.320.504.313.205
2019-07-09,LKR,Sri Lanka,640.0,175.675,364.309.093.496.513
2019-07-09,MDL,Moldova,43.0,178.142,241.380.471.758.485
2019-07-09,MXN,Mexico,50.0,1.889.525,26.461.676.876.463.700
2019-07-09,MYR,Malaysia,8.85,4.1425,21.363.910.681.955.300
2019-07-09,NIO,Nicaragua,110.0,331.621,33.170.396.325.926.200
2019-07-09,NOK,Norway,42.0,865.275,4.853.948.166.767.790
2019-07-09,NZD,New Zealand,6.4,15.134.317.063.942.500,4.2288
2019-07-09,OMR,Oman,1.21,385,314.285.714.285.714
2019-07-09,PKR,Pakistan,480.0,157.45,30.485.868.529.692
2019-07-09,PEN,Peru,10.5,3.2868,319.459.656.809.054
2019-07-09,PHP,Philippines,142.0,513.175,276.708.725.093.779
2019-07-09,PLN,Poland,10.8,380.775,283.632.066.180.815
2019-07-09,QAR,Qatar,13.0,364.175,35.697.123.635.614.700
2019-07-09,RON,Romania,9.3,4.2192,220.420.932.878.271
2019-07-09,RUB,Russia,130.0,6.383.875,203.638.072.487.322
2019-07-09,SAR,Saudi Arabia,13.0,375.035,346.634.314.130.681
2019-07-09,SGD,Singapore,5.8,1.3613,426.063.321.824.726
2019-07-09,SEK,Sweden,51.0,947.505,538.255.734.798.233
2019-07-09,THB,Thailand,119.0,308.275,38.601.897.656.313.300
2019-07-09,TRY,Turkey,13.99,5.722,244.494.931.842.013
2019-07-09,TWD,Taiwan,72.0,31.171.999.999.999.900,23.097.651.738.739.900
2019-07-09,UAH,Ukraine,57.0,256.475,22.224.388.341.943.700
2019-07-09,UYU,Uruguay,164.0,351.695,466.313.140.647.436
2019-07-09,USD,United States,5.74,1.0,5.74
2019-07-09,VND,Vietnam,65000.0,23231.0,279.798.545.047.566
2019-07-09,ZAR,South Africa,31.0,14.175,218.694.885.361.552
2020-01-14,AED,United Arab Emirates,14.75,367.315,401.562.691.422.893
2020-01-14,ARS,Argentina,171.0,600.656,28.468.874.031.059.400
2020-01-14,AUD,Australia,6.45,14.490.653.528.474.000,4.451.145.000.000.000
2020-01-14,AZN,Azerbaijan,3.95,1.6965,23.283.230.179.781.800
2020-01-14,BHD,Bahrain,1.4,377,37.135.278.514.588.800
2020-01-14,BRL,Brazil,19.9,4.1419,4.804.558.294.502.510
2020-01-14,CAD,Canada,6.77,130.655,518.158.509.050.553
2020-01-14,CHF,Switzerland,6.5,96.825,67.131.422.669.765
2020-01-14,CLP,Chile,2640.0,772.74,34.164.143.178.818.100
2020-01-14,CNY,China,21.5,6.885,312.273.057.371.097
2020-01-14,COP,Colombia,11900.0,3.287.625,361.963.423.443.976
2020-01-14,CRC,Costa Rica,2350.0,569.965,412.306.018.790.628
2020-01-14,CZK,Czech Republic,85.0,2.263.095,375.591.833.307.926
2020-01-14,DKK,Denmark,30.0,671.935,446.471.756.940.776
2020-01-14,EGP,Egypt,42.0,15.88,26.448.362.720.403
2020-01-14,EUR,Euro area,4.12,8.991.592.860.675.260,4.582.058
2020-01-14,GBP,Britain,3.39,76.866.904.954.072,44.102.205
2020-01-14,GTQ,Guatemala,25.0,7.7063,32.440.989.839.482.000
2020-01-14,HKD,Hong Kong,20.5,777.535,263.653.726.198.821
2020-01-14,HNL,Honduras,87.0,246.548,35.287.246.296.867.100
2020-01-14,HRK,Croatia,22.0,6.6965,328.529.829.015.157
2020-01-14,HUF,Hungary,900.0,2.987.502,30.125.502.844.851.600
2020-01-14,IDR,Indonesia,33000.0,13670.0,24.140.453.547.915.000
2020-01-14,INR,India,188.0,7.087.815,265.243.943.302.696
2020-01-14,ILS,Israel,17.0,3.4595,491.400.491.400.492
2020-01-14,JOD,Jordan,2.3,7.090.000.000.000.000,324.400.564.174.894
2020-01-14,JPY,Japan,390.0,110.04,354.416.575.790.622
2020-01-14,KRW,South Korea,4500.0,1156.1,389.239.685.148.344
2020-01-14,KWD,Kuwait,1.1,3.034,36.255.767.963.085
2020-01-14,LBP,Lebanon,6500.0,1514.0,42.932.628.797.886.400
2020-01-14,LKR,Sri Lanka,580.0,181.45,319.647.285.753.651
2020-01-14,MDL,Moldova,45.0,17.42,25.832.376.578.645.100
2020-01-14,MXN,Mexico,50.0,188.205,265.667.755.904.466
2020-01-14,MYR,Malaysia,9.5,4.0745,233.157.442.630.998
2020-01-14,NIO,Nicaragua,120.0,338.763,35.422.994.837.098.500
2020-01-14,NOK,Norway,53.0,887.515,597.173.005.526.667
2020-01-14,NZD,New Zealand,6.5,15.135.462.388.376,429.454.999.999.999
2020-01-14,OMR,Oman,1.155,38.505,299.961.044.020.257
2020-01-14,PKR,Pakistan,520.0,154.875,335.754.640.839.387
2020-01-14,PEN,Peru,11.9,3.3276,357.615.097.968.506
2020-01-14,PHP,Philippines,142.0,50.58,280.743.376.828.786
2020-01-14,PLN,Poland,11.0,3.7966,289.732.918.927.461
2020-01-14,QAR,Qatar,13.0,3.641,357.044.767.920.901
2020-01-14,RON,Romania,9.5,4.2982,221.022.753.710.856
2020-01-14,RUB,Russia,135.0,614.325,21.975.338.786.473
2020-01-14,SAR,Saudi Arabia,13.0,3.7518,34.650.034.650.034.700
2020-01-14,SGD,Singapore,5.9,134.715,437.961.622.684.928
2020-01-14,SEK,Sweden,51.5,9.4591,54.444.926.050.047
2020-01-14,THB,Thailand,115.0,302.775,379.819.998.348.609
2020-01-14,TRY,Turkey,12.99,588.025,220.908.974.958.548
2020-01-14,TWD,Taiwan,72.0,298.845,24.092.757.114.892.300
2020-01-14,UAH,Ukraine,57.0,23.99,23.759.899.958.316
2020-01-14,UYU,Uruguay,179.0,37.435,47.816.214.772.271.900
2020-01-14,USD,United States,5.67,1.0,5.67
2020-01-14,VND,Vietnam,66000.0,23176.0,28.477.735.588.539.900
2020-01-14,ZAR,South Africa,31.0,14.390.999.999.999.900,215.412.410.534.362
